BATHRM,HF_BATHRM,AC,BEDRM,STORIES,PRICE,CNDTN,LANDAREA,FULLADDRESS,ASSESSMENT_NBHD,WARD,QUADRANT
2,0,N,3,2,490000,Average,1440,1731 D STREET NE,Old City 1,Ward 6,NE
1,0,N,3,2,800000,Average,1575,326 18TH STREET NE,Old City 1,Ward 6,NE
2,0,N,4,2,660000,Very Good,1575,318 18TH STREET NE,Old City 1,Ward 6,NE
1,0,N,3,2,498000,Good,1440,1707 D STREET NE,Old City 1,Ward 6,NE
1,0,N,3,2,296000,Average,1760,118 35TH STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,630000,Good,1902,1813 E STREET NE,Old City 1,Ward 6,NE
1,1,N,3,2,550000,Average,1902,1823 E STREET NE,Old City 1,Ward 6,NE
1,0,N,2,2,484000,Average,1440,1717 D STREET NE,Old City 1,Ward 6,NE
1,0,Y,3,2,290000,Average,2336,231 ANACOSTIA AVENUE NE,Lily Ponds,Ward 7,NE
1,1,Y,3,2,334000,Average,2252,3912 EAST CAPITOL STREET NE,Deanwood,Ward 7,NE
1,1,N,3,2,310000,Average,3800,3906 EAST CAPITOL STREET NE,Deanwood,Ward 7,NE
2,1,N,3,2,500000,Average,1427,1902 C STREET NE,Old City 1,Ward 7,NE
2,0,N,3,2,560000,Good,1902,1835 E STREET NE,Old City 1,Ward 6,NE
1,0,N,2,2,296500,Average,1264,322 34TH STREET NE,Lily Ponds,Ward 7,NE
3,1,Y,3,2,380000,Good,1660,708 BARNES STREET NE,Lily Ponds,Ward 7,NE
3,0,Y,3,2,725000,Very Good,1840,325 19TH STREET NE,Old City 1,Ward 7,NE
1,1,Y,3,2,666500,Good,1893,1911 D STREET NE,Old City 1,Ward 7,NE
1,0,Y,3,2,285000,Average,1672,3329 BAKER STREET NE,Lily Ponds,Ward 7,NE
2,1,Y,3,2,442000,Good,2532,4400 SHERIFF ROAD NE,Deanwood,Ward 7,NE
2,0,Y,3,1,395000,Good,4688,4223 CLAY STREET NE,Deanwood,Ward 7,NE
2,1,Y,2,2,397000,Very Good,2967,4601 HUNT PLACE NE,Deanwood,Ward 7,NE
2,1,Y,3,2,282000,Good,2875,4724 JAY STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,530000,Very Good,2456,4211 EADS STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,2,185000,Good,2313,4230 EDSON PLACE NE,Deanwood,Ward 7,NE
2,0,Y,1,2,203000,Average,2313,4226 EDSON PLACE NE,Deanwood,Ward 7,NE
1,0,N,3,2,171000,Average,2688,102 47TH STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,402000,Good,2563,55 46TH STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,370000,Good,2520,4320 JAY STREET NE,Deanwood,Ward 7,NE
1,1,N,3,2,485500,Average,2760,922 44TH STREET NE,Deanwood,Ward 7,NE
2,0,N,3,2,315000,Average,4800,1113 42ND STREET NE,Lily Ponds,Ward 7,NE
2,1,Y,3,1,212000,Average,4890,4607 CLAY STREET NE,Deanwood,Ward 7,NE
1,0,N,2,1,120000,Average,5062,4626 BROOKS STREET NE,Deanwood,Ward 7,NE
2,0,Y,4,2,425000,Good,4820,841 48TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,1,191000,Average,2400,4047 GAULT PLACE NE,Deanwood,Ward 7,NE
2,0,Y,6,2,375000,Average,2400,4116 GAULT PLACE NE,Deanwood,Ward 7,NE
2,0,Y,2,2,180000,Good,2400,4110 GAULT PLACE NE,Deanwood,Ward 7,NE
3,0,Y,3,1,449900,Good,2600,4020 GRANT STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,258750,Average,1824,3944 BLAINE STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,275000,Average,3078,3942 BLAINE STREET NE,Deanwood,Ward 7,NE
2,0,N,3,2,193000,Average,1723,3954 CLAY PLACE NE,Deanwood,Ward 7,NE
1,0,Y,3,2,335000,Average,2275,3940 CLAY PLACE NE,Deanwood,Ward 7,NE
2,1,Y,4,2,408500,Good,2833,3932 CLAY PLACE NE,Deanwood,Ward 7,NE
2,0,Y,3,2,280000,Average,2650,149 47TH STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,2,370000,Good,2730,4710 CENTRAL AVENUE NE,Deanwood,Ward 7,NE
1,0,Y,3,2,220000,Average,2123,4417 BROOKS STREET NE,Deanwood,Ward 7,NE
1,0,N,2,1,200000,Average,2711,4261 MEADE STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,167400,Average,1875,4541 EADS PLACE NE,Deanwood,Ward 7,NE
1,0,Y,2,2,185000,Average,1328,4509 EADS PLACE NE,Deanwood,Ward 7,NE
1,0,Y,3,2,312000,Average,1360,4234 GAULT PLACE NE,Deanwood,Ward 7,NE
1,0,Y,3,2,194750,Good,4699,4008 BLAINE STREET NE,Deanwood,Ward 7,NE
3,0,Y,6,2,519000,Very Good,5661,714 55TH STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,279719,Good,2531,4615 CLAY STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,335000,Average,2313,4510 EDSON PLACE NE,Deanwood,Ward 7,NE
2,0,Y,2,2,385000,Good,2571,5089 JUST STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,155020,Fair,2639,5095 JUST STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,360000,Very Good,1200,4211 GAULT PLACE NE,Deanwood,Ward 7,NE
2,0,Y,2,2,346500,Good,1200,4215 GAULT PLACE NE,Deanwood,Ward 7,NE
3,1,Y,3,1,516000,Good,5880,4021 MEADE STREET NE,Lily Ponds,Ward 7,NE
2,1,Y,3,2,359000,Good,2431,529 45TH STREET NE,Deanwood,Ward 7,NE
2,0,Y,4,2,300000,Average,2650,206 49TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,515725,Good,687,1600 ROSEDALE STREET NE,Old City 1,Ward 6,NE
2,0,N,4,2,720000,Good,1250,333 17TH STREET NE,Old City 1,Ward 6,NE
2,0,N,4,2,315000,Average,5650,4407 ORD STREET NE,Lily Ponds,Ward 7,NE
1,0,N,3,2,465000,Average,2281,4710 CLAY STREET NE,Deanwood,Ward 7,NE
2,2,Y,5,2,869000,Very Good,3043,317 16TH STREET NE,Old City 1,Ward 6,NE
2,0,Y,4,2,408500,Good,2875,4627 JAY STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,298450,Good,1834,300 41ST STREET NE,Deanwood,Ward 7,NE
2,0,Y,5,3,245630,Good,3220,4709 JAY STREET NE,Deanwood,Ward 7,NE
1,0,N,2,1,180250,Fair,7781,4502 BROOKS STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,1,318000,Average,7968,528 47TH STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,359000,Good,2370,565 45TH STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,365000,Average,2374,561 45TH STREET NE,Deanwood,Ward 7,NE
1,2,Y,3,2,315000,Average,10264,4042 LEE STREET NE,Lily Ponds,Ward 7,NE
1,0,N,4,2,280000,Average,4623,4108 HAYES STREET NE,Deanwood,Ward 7,NE
1,0,N,2,1,143000,Average,4000,4410 GAULT PLACE NE,Deanwood,Ward 7,NE
1,0,N,3,2,215000,Average,1924,716 56TH PLACE NE,Deanwood,Ward 7,NE
1,1,N,3,2,245000,Average,2250,1040 47TH PLACE NE,Deanwood,Ward 7,NE
1,2,Y,4,2,257000,Good,4528,704 57TH PLACE NE,Deanwood,Ward 7,NE
2,0,Y,2,3,303000,Good,4274,4418 LEE STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,399999,Good,2003,1132 45TH STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,243000,Good,3000,1032 45TH STREET NE,Deanwood,Ward 7,NE
2,1,Y,4,2,358000,Good,2875,4941 BLAINE STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,180000,Average,2500,4933 MINNESOTA AVENUE NE,Deanwood,Ward 7,NE
1,0,N,2,2,200000,Average,5000,1060 48TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,189500,Average,3062,4982 JUST STREET NE,Deanwood,Ward 7,NE
2,1,Y,2,2,279000,Good,693,5063 SHERIFF ROAD NE,Deanwood,Ward 7,NE
1,0,N,2,2,186132,Average,2500,5318 GAY STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,340000,Average,3381,5011 SHERIFF ROAD NE,Deanwood,Ward 7,NE
2,0,Y,3,2,239000,Average,3075,5214 HAYES STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,340000,Good,2213,5200 HAYES STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,320000,Average,2154,5052 HAYES STREET NE,Deanwood,Ward 7,NE
1,0,N,3,1,150000,Average,4761,4838 JAY STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,325000,Very Good,3000,5040 MEADE STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,325000,Good,3000,5038 MEADE STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,230000,Average,3030,5222 KARL PLACE NE,Deanwood,Ward 7,NE
1,0,N,2,2,331000,Average,2413,823 52ND STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,286638,Good,2194,5209 JUST STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,450000,Good,4682,4952 BLAINE STREET NE,Deanwood,Ward 7,NE
1,1,N,3,2,265000,Average,2112,5118 BROOKS STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,180000,Average,3142,1060 47TH STREET NE,Deanwood,Ward 7,NE
3,1,Y,5,2,513000,Good,5862,4714 MEADE STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,170000,Average,1172,1325 49TH STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,156000,Average,1726,1323 49TH STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,430000,Good,1929,4950 FITCH PLACE NE,Deanwood,Ward 7,NE
3,0,Y,4,2,411000,Good,3112,4506 LEE STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,2,165000,Average,2454,4929 SHERIFF ROAD NE,Deanwood,Ward 7,NE
2,0,Y,3,2,300000,Good,2586,845 50TH PLACE NE,Deanwood,Ward 7,NE
2,0,Y,4,2,335000,Average,4183,5423 HUNT PLACE NE,Deanwood,Ward 7,NE
3,1,Y,4,2,415000,Good,2255,4940 FITCH PLACE NE,Deanwood,Ward 7,NE
1,1,N,4,2,339000,Average,2542,5517 HUNT PLACE NE,Deanwood,Ward 7,NE
1,1,Y,3,2,190000,Average,2765,5046 JUST STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,285900,Good,1607,4903 JUST STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,3,279000,Good,1691,855 52ND STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,330000,Average,1611,857 52ND STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,217000,Good,1775,5205 JAY STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,3,255000,Good,2914,914 DIVISION AVENUE NE,Deanwood,Ward 7,NE
1,0,Y,2,2,178500,Average,2914,911 52ND STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,1,455000,Average,4030,601 56TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,3,2,360000,Average,2339,5151 SHERIFF ROAD NE,Deanwood,Ward 7,NE
1,0,N,2,1,309000,Average,5000,4047 GRANT STREET NE,Deanwood,Ward 7,NE
1,0,N,0,2,165000,Average,2563,932 52ND STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,90000,Average,2420,5090 JUST STREET NE,Deanwood,Ward 7,NE
2,0,Y,4,2,294000,Average,6975,4612 FOOTE STREET NE,Deanwood,Ward 7,NE
3,1,Y,5,2,525000,Good,5313,4414 DOUGLAS STREET NE,Lily Ponds,Ward 7,NE
3,1,Y,4,2,436000,Good,7908,4526 DOUGLAS STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,3,2,155505,Average,2875,4424 HUNT PLACE NE,Deanwood,Ward 7,NE
1,0,N,3,1,214900,Average,4313,828 46TH STREET NE,Deanwood,Ward 7,NE
2,0,N,4,2,300000,Average,3435,4721 BROOKS STREET NE,Deanwood,Ward 7,NE
3,1,Y,3,2,515000,Good,4750,4204 MEADE STREET NE,Lily Ponds,Ward 7,NE
2,0,Y,3,2,378000,Average,4480,516 58TH STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,186000,Average,5169,5705 FOOTE STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,2,166000,Average,3500,417 57TH STREET NE,Deanwood,Ward 7,NE
3,1,Y,3,2,415000,Good,2803,1600 EASTERN AVENUE NE,Lily Ponds,Ward 7,NE
2,0,Y,3,2,223250,Average,4395,424 61ST STREET NE,Deanwood,Ward 7,NE
1,0,Y,3,1,330000,Average,4323,1112 50TH STREET NE,Deanwood,Ward 7,NE
1,0,N,2,1,210000,Good,9488,5017 MEADE STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,305000,Good,1623,4910 MINNESOTA AVENUE NE,Deanwood,Ward 7,NE
2,0,Y,2,2,299000,Good,2391,5507 BASS PLACE SE,Marshall Heights,Ward 7,SE
1,0,N,2,1,202000,Average,4800,5007 LEE STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,434000,Good,3300,1048 45TH STREET NE,Deanwood,Ward 7,NE
2,1,N,5,2,241000,Average,7000,323 58TH STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,364000,Average,2751,5105 JUST STREET NE,Deanwood,Ward 7,NE
1,0,Y,1,2,187820,Average,1744,4906 JAY STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,349999,Good,2175,5105 JAY STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,356500,Good,2650,924 47TH STREET NE,Deanwood,Ward 7,NE
2,1,N,2,1,260000,Fair,3106,4727 SHERIFF ROAD NE,Deanwood,Ward 7,NE
2,1,Y,4,1,297510,Average,5847,901 47TH PLACE NE,Deanwood,Ward 7,NE
1,0,Y,2,1,200000,Average,5000,1114 51ST PLACE NE,Deanwood,Ward 7,NE
2,1,Y,2,2,319300,Very Good,2589,824 52ND STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,175000,Average,2527,822 52ND STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,230000,Good,2271,834 EASTERN AVENUE NE,Deanwood,Ward 7,NE
1,1,Y,3,2,237000,Average,3086,714 57TH PLACE NE,Deanwood,Ward 7,NE
2,0,Y,3,1,425000,Good,6000,1022 49TH PLACE NE,Deanwood,Ward 7,NE
2,1,Y,3,1,280000,Average,8800,5100 LEE STREET NE,Deanwood,Ward 7,NE
4,0,Y,5,1,440000,Good,4360,5040 LEE STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,140000,Average,5137,1219 50TH STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,2,310000,Good,2700,5701 EADS STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,455000,Very Good,4000,5323 D STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,3,2,363350,Good,4378,36 58TH STREET SE,Deanwood,Ward 7,SE
2,0,Y,2,2,330000,Good,2553,5519 B STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,2,2,310500,Good,2290,5608 SOUTHERN AVENUE SE,Marshall Heights,Ward 7,SE
1,1,N,4,2,210000,Average,2000,5614 CLAY PLACE NE,Deanwood,Ward 7,NE
3,1,Y,3,2,378750,Very Good,2439,5502 B STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,2,2,294000,Very Good,4000,23 58TH STREET SE,Deanwood,Ward 7,SE
3,0,Y,4,1,406000,Good,2000,265 56TH PLACE NE,Deanwood,Ward 7,NE
2,0,Y,3,2,224000,Good,2000,312 57TH STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,355000,Very Good,1794,4861 F STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,2,2,181000,Average,2838,5426 B STREET SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,220000,Average,2049,4677 A STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,4,2,268000,Average,8739,1211 46TH STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,1,405000,Average,3850,99 56TH STREET SE,Deanwood,Ward 7,SE
1,1,N,3,2,216300,Average,6475,1 54TH STREET SE,Deanwood,Ward 7,SE
3,1,Y,5,2,411000,Good,4000,5336 CALL PLACE SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,139000,Average,2543,5400 BLAINE STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,192000,Average,2659,5414 B STREET SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,257000,Average,2875,28 53RD STREET SE,Deanwood,Ward 7,SE
1,0,Y,2,2,270000,Average,2548,5429 CENTRAL AVENUE SE,Marshall Heights,Ward 7,SE
2,0,Y,4,2,725000,Average,10576,6111 DIX STREET NE,Deanwood,Ward 7,NE
4,0,Y,4,1,140001,Fair,4627,4477 C STREET SE,Fort Dupont Park,Ward 7,SE
4,1,Y,6,3,610000,Good,4118,1317 45TH PLACE SE,Fort Dupont Park,Ward 7,SE
2,1,Y,5,2,1100000,Good,62223,900 55TH STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,362000,Good,1946,274 DIVISION AVENUE NE,Deanwood,Ward 7,NE
1,0,N,2,2,136500,Average,2420,5118 JUST STREET NE,Deanwood,Ward 7,NE
2,0,N,2,2,297800,Good,2420,5116 JUST STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,161000,Average,1989,4915 JUST STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,160000,Average,4375,1614 OLIVE STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,3,357000,Average,2425,826 51ST STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,143752,Good,1948,5520 C STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,2,2,335000,Good,2160,5430 C STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,2,2,330000,Good,2340,5416 C STREET SE,Marshall Heights,Ward 7,SE
1,0,Y,2,2,170000,Average,2769,5037 JUST STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,180000,Average,3144,816 51ST STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,160000,Poor,2517,808 51ST STREET NE,Deanwood,Ward 7,NE
1,1,Y,2,1,275000,Average,4543,5116 SHERIFF ROAD NE,Deanwood,Ward 7,NE
1,0,N,3,2,290000,Good,2250,4940 EADS PLACE NE,Deanwood,Ward 7,NE
1,1,N,3,2,349000,Average,2500,5318 JAY STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,240000,Average,5000,5326 JAY STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,175000,Average,2407,827 51ST STREET NE,Deanwood,Ward 7,NE
3,1,Y,3,3,465000,Very Good,4845,5111 LEE STREET NE,Deanwood,Ward 7,NE
1,1,Y,4,1,254200,Average,6875,1100 51ST PLACE NE,Deanwood,Ward 7,NE
1,1,Y,4,2,221000,Average,2500,5329 JAY STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,88000,Average,3750,5033 EAST CAPITOL STREET SE,Deanwood,Ward 7,SE
3,1,Y,4,2,429990,Good,2000,5213 D STREET SE,Marshall Heights,Ward 7,SE
1,0,Y,3,2,215000,Good,4308,5210 AMES STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,1,421500,Good,4313,109 DIVISION AVENUE NE,Deanwood,Ward 7,NE
1,0,Y,2,2,172198,Good,1918,244 57TH PLACE NE,Deanwood,Ward 7,NE
1,0,N,2,1,485000,Average,4125,40 53RD PLACE SE,Deanwood,Ward 7,SE
2,0,Y,4,1,294700,Average,6679,5340 CENTRAL AVENUE SE,Deanwood,Ward 7,SE
2,0,Y,3,2,370000,Good,2689,5116 A STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,4,2,389000,Good,2506,5114 A STREET SE,Marshall Heights,Ward 7,SE
2,1,Y,3,2,439000,Good,2738,96 54TH STREET SE,Deanwood,Ward 7,SE
1,0,Y,2,1,172000,Average,2500,5909 FOOTE STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,1,335000,Good,5000,5911 FOOTE STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,340000,Good,1800,502 60TH STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,363000,Excellent,1760,5654 A STREET SE,Deanwood,Ward 7,SE
2,1,Y,3,1,365000,Good,3481,1408 42ND PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,388000,Good,4138,327 BURNS STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,4,2,207900,Average,2186,1514 FORT DAVIS STREET SE,Fort Dupont Park,Ward 7,SE
1,0,N,1,1,95000,Average,5294,1148 44TH PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,N,3,1,299999,Average,4764,724 ADRIAN STREET SE,Fort Dupont Park,Ward 7,SE
2,1,Y,3,2,355000,Very Good,1952,5037 KIMI GRAY COURT SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,180000,Average,1752,4718 B STREET SE,Marshall Heights,Ward 7,SE
2,1,N,3,2,315000,Good,3070,4614 B STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,4,2,150000,Average,2736,3449 MINNESOTA AVENUE SE,Fort Dupont Park,Ward 7,SE
3,1,Y,4,3,405000,Good,2000,5013 A STREET SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,260000,Good,1453,364 BURBANK STREET SE,Fort Dupont Park,Ward 7,SE
1,0,N,2,2,228000,Average,2711,727 BURNS STREET SE,Fort Dupont Park,Ward 7,SE
3,0,Y,3,2,350000,Good,2160,4720 BASS PLACE SE,Marshall Heights,Ward 7,SE
3,1,Y,4,3,435000,Good,2000,5015 A STREET SE,Marshall Heights,Ward 7,SE
1,0,N,2,1,140000,Fair,4000,5021 AYERS PLACE SE,Marshall Heights,Ward 7,SE
1,0,N,4,2,256000,Average,4000,5040 A STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,2,1,235000,Average,3000,4642 HANNA PLACE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,1,241025,Average,3000,4640 HANNA PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,N,3,2,220000,Average,3312,5112 H STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,3,2,369900,Good,2317,744 51ST STREET SE,Marshall Heights,Ward 7,SE
3,1,Y,4,2,408000,Good,2189,4608 BASS PLACE SE,Marshall Heights,Ward 7,SE
3,0,Y,4,1,452500,Good,5125,4427 G STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,298038,Good,2632,1559 FORT DUPONT STREET SE,Fort Dupont Park,Ward 7,SE
2,1,Y,3,2,180000,Good,1239,4120 SOUTHERN AVENUE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,180000,Average,1833,714 RIDGE ROAD SE,Fort Dupont Park,Ward 7,SE
2,1,Y,3,2,399500,Good,3220,1442 41ST STREET SE,Fort Dupont Park,Ward 7,SE
2,1,Y,4,2,350000,Good,4000,4943 A STREET SE,Marshall Heights,Ward 7,SE
1,0,Y,2,1,260000,Average,4000,4940 ASTOR PLACE SE,Marshall Heights,Ward 7,SE
2,0,N,3,2,235000,Average,2317,732 51ST STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,2,2,309000,Good,2317,726 51ST STREET SE,Marshall Heights,Ward 7,SE
2,0,N,2,2,234099,Average,3312,5119 HANNA PLACE SE,Marshall Heights,Ward 7,SE
2,1,Y,3,2,409900,Good,2875,24 53RD STREET SE,Deanwood,Ward 7,SE
3,1,Y,3,3,459900,Good,4000,208 53RD STREET SE,Marshall Heights,Ward 7,SE
2,2,Y,3,3,439900,Good,2000,5300 BASS PLACE SE,Marshall Heights,Ward 7,SE
2,2,Y,3,3,457100,Good,2000,5300 1/2 BASS PLACE SE,Marshall Heights,Ward 7,SE
2,2,Y,3,3,457700,Good,2000,5302 BASS PLACE SE,Marshall Heights,Ward 7,SE
2,2,Y,3,3,457100,Good,2000,5304 BASS PLACE SE,Marshall Heights,Ward 7,SE
1,0,Y,5,2,225000,Average,2475,138 53RD STREET SE,Marshall Heights,Ward 7,SE
1,0,N,2,1,199900,Average,4000,5054 D STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,3,2,232750,Good,3388,5556 B STREET SE,Marshall Heights,Ward 7,SE
3,1,Y,3,2,380000,Good,2814,5548 BASS PLACE SE,Marshall Heights,Ward 7,SE
4,0,Y,4,2,332162,Good,4000,5202 CALL PLACE SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,135000,Average,1195,215 63RD STREET NE,Deanwood,Ward 7,NE
2,0,Y,2,2,289000,Average,2156,225 62ND STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,294500,Good,2383,271 56TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,2,2,290000,Good,2375,280 56TH PLACE NE,Deanwood,Ward 7,NE
1,0,N,2,2,315000,Average,2375,238 56TH PLACE NE,Deanwood,Ward 7,NE
2,0,Y,3,2,331000,Good,1600,4630 HANNA PLACE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,2,2,197000,Good,2600,4624 HANNA PLACE SE,Fort Dupont Park,Ward 7,SE
2,1,Y,3,3,353000,Average,2000,5112 D STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,3,2,315000,Average,2487,5620 CENTRAL AVENUE SE,Deanwood,Ward 7,SE
1,1,Y,3,2,71346,Average,2750,130 56TH STREET SE,Deanwood,Ward 7,SE
1,1,N,3,2,240000,Average,1845,216 57TH PLACE NE,Deanwood,Ward 7,NE
3,1,Y,4,2,439000,Good,3145,5050 CENTRAL AVENUE SE,Deanwood,Ward 7,SE
1,1,N,3,2,315000,Good,1964,5070 CENTRAL AVENUE SE,Deanwood,Ward 7,SE
1,1,N,3,2,272000,Average,3750,5031 EAST CAPITOL STREET SE,Deanwood,Ward 7,SE
2,0,Y,3,2,361500,Good,1383,5359 CENTRAL AVENUE SE,Marshall Heights,Ward 7,SE
2,0,Y,4,2,375000,Good,2546,5345 ASTOR PLACE SE,Marshall Heights,Ward 7,SE
2,1,Y,3,2,399999,Good,2214,5806 FIELD PLACE NE,Deanwood,Ward 7,NE
1,0,N,2,1,200000,Average,4125,57 53RD PLACE SE,Deanwood,Ward 7,SE
1,0,Y,2,2,118750,Average,2292,5301 CENTRAL AVENUE SE,Marshall Heights,Ward 7,SE
2,0,Y,2,2,348000,Good,1720,4267 HILDRETH STREET SE,Fort Dupont Park,Ward 7,SE
1,0,Y,2,2,201500,Average,2935,5520 BASS PLACE SE,Marshall Heights,Ward 7,SE
1,0,Y,2,1,195600,Good,4000,320 56TH STREET NE,Deanwood,Ward 7,NE
1,1,N,4,2,205000,Fair,4000,5024 BASS PLACE SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,174000,Average,2236,5443 B STREET SE,Marshall Heights,Ward 7,SE
3,1,Y,4,2,435000,Good,2000,5209 D STREET SE,Marshall Heights,Ward 7,SE
1,0,N,2,2,220000,Average,2672,212 62ND STREET NE,Deanwood,Ward 7,NE
2,0,Y,3,2,355000,Good,3637,5224 CENTRAL AVENUE SE,Deanwood,Ward 7,SE
2,0,N,2,2,260500,Average,3028,5125 H STREET SE,Marshall Heights,Ward 7,SE
1,1,Y,3,2,425000,Average,4500,614 RIDGE ROAD SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,300000,Average,2773,5116 SOUTHERN AVENUE SE,Marshall Heights,Ward 7,SE
2,0,Y,2,2,352000,Good,2160,4715 B STREET SE,Marshall Heights,Ward 7,SE
